	make	model	ramat_gimur	fieldyear	fielddoors	fieldsitting	fieldprice	fieldgroupy	fieldcontinous_value	fieldguarantee	fieldchassis	fieldlaunch	fieldignition	fieldgearbox	fieldgear	fieldengine	fieldpiston	fieldcapacity	fieldpower	fieldloops	fieldmoment	fieldloopmoment	fieldattitude	fielddifferential	fieldpulling	fieldacceleration	fieldspeed	fieldurban_consumption	fieldintercity_consumption	fieldconsumption	fieldelectricity_use	fieldbattery_capacity	fieldelectric_range	fieldhome_charging_time	fieldfast_charging_time	fieldpollution	fieldbreaking	fieldbrake	fieldairbag	fieldstability	fieldcenairbag	fieldizofix	fieldpressure_sensor	fieldbelt_warning	fieldautonomous_braking	fieldpedestrian_identification	fieldtwo_wheeler_identification	fieldadaptive_cruise_control	fieldlane_assist	fieldblind_spot	fieldrear_traffic	fieldrear_traffic_braking	fieldalert_fatigue	fieldhigh_beam_assist	fieldtraffic_sign_recognition	fieldcrossing_warning_open_door	fieldchild_rear_seat	fieldadditional_safety_equipment	fieldlength	fieldwidth	fieldheight	fieldwheel	fieldcargo	fieldchaircargo	fieldselfweight	fieldtowing_without_brakes	fieldtowing_with_brakes	fieldtire	fieldfuel	fieldbelly	fieldcapproach	fieldcabandonment	fieldaudio	fieldbluetooth	fielddisc_changer	fieldtouch_screen	fieldscreen_size	fieldgps	fieldaudio_connections	fieldconnectivity	fieldwireless_charging	fieldseat_screens	fieldwindows	fieldairconditioning	fieldsunroof	fieldhook	fieldrowing	fieldupholstery	fieldautochair	fieldhotchair	fieldmassage_seats	fieldlight	fieldfog	fieldrain	fielddark	fieldparking_sensors	fieldparking_camers	fieldautomatic_parking	fieldcomputer	fielddigital_cluster	fieldhead_up_display	fieldwithout_key	fieldfolding_mirrors	fieldinside_mirror	fieldleather	fieldheated_steering_wheel	fieldpaddle_shifters	fielddriving_mode	fieldstop_start	fieldelectric_handbrake	fieldambient_light	fieldhill_assist	fieldsuspension_dampers	fieldelectric_tailgate	fieldmore_equ	fieldprice_equ
383	קיה	סטוניק		2021	5	5	--	2	--	--		2017	קדמית	אוטומטית - רובוטית כפולת מצמדים	7	טורבו בנזין	3	998	100	6000	17.5	1500				11.4	185	--	--	17.5	--	--	--	--	--	5		ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	יש	אין	היגוי אקטיבי	אין	אין	אין	יש	יש	אין	אין	יש	--	414.0	176.0	152.0	258.0	332	1135	1220	450	1110	190/60R16	45				מקורית + שליטה מההגה	יש	אין	יש	8	אין	USB + AUX	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	אין	יש	אחוריים	אחורית	אין	יש	אין	אין	כניסה + הנעה	יש	אין	יש	אין	אין	יש	יש	אין	אין	אין	רגילים	אין	חלונות אחוריים כהים, צביעה דו-גונית	--
384	קיה	סטוניק		2021	5	5	--	2	--	--		2017	קדמית	אוטומטית - טיפטרוניק	6	בנזין	4	1368	100	6000	13.6	4000				12.9	183	--	--	14.9	--	--	--	--	--	9		ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	יש	אין	אין	אין	--	414.0	176.0	148.5	258.0	332	1135	1183	450	800	185/65R15	45				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים	אין	יש	יש	בד	אין	אין	אין	רגילים	אין	אין	יש	אחוריים	אחורית	אין	יש	אין	אין	אין	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
385	קיה	סטוניק		2020	5	5	--	2	2914	--		2017	קדמית	אוטומטית - רובוטית כפולת מצמדים	7	טורבו בנזין	3	998	120	6000	17.5	1500				10.6	185	16.9	20.4	19.2	--	--	--	--	--	4		ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	יש	אין	אין	אין	--	414.0	176.0	148.5	258.0	332	1135	1220	450	1110	185/65R15	45				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים	אין	יש	יש	בד	אין	אין	אין	רגילים	אין	אין	יש	אחוריים	אחורית	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	יש	אין	אין	אין	רגילים	אין	--	--
386	קיה	סטוניק	Urban	2018	5	5	--	2	--	--		2017	קדמית	אוטומטית - טיפטרוניק	6	בנזין	4	1368	100	6000	13.6	4000				13.8	173	12.9	17.8	13.5	--	--	--	--	--	4		ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	יש	אין	אין	אין	--	414.0	176.0	152.0	258.0	332	1135	1183	450	800	205/55R17	45				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים	אין	יש	יש	בד	אין	אין	אין	רגילים	אין	אין	יש	אחוריים	אחורית	אין	יש	אין	אין	אין	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
387	קיה	סטוניק		2019	5	5	--	2	--	--		2017	קדמית	אוטומטית - רובוטית כפולת מצמדים	7	טורבו בנזין	3	998	120	6000	17.5	1500				10.6	185	16.9	20.4	19.2	--	--	--	--	--	7		ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	יש	אין	אין	אין	תאורה עוקבת פניה	414.0	176.0	152.0	258.0	332	1135	1220	450	1110	205/55R17	45				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים	אין	יש	יש	בד	אין	אין	אין	רגילים	אין	אין	יש	אחוריים	אחורית	אין	יש	אין	אין	אין	יש	אין	יש	אין	אין	אין	יש	אין	אין	אין	רגילים	אין	צביעה דו-גונית	--
388	קיה	סטוניק		2018	5	5	--	2	--	--		2017	קדמית	אוטומטית - רובוטית כפולת מצמדים	7	טורבו בנזין	3	998	120	6000	17.5	1500				10.6	185	16.9	20.4	19.2	--	--	--	--	--	3		ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	יש	אין	אין	אין	תאורה עוקבת פניה	414.0	176.0	152.0	258.0	332	1135	1220	450	1110	205/55R17	45				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים	אין	יש	יש	בד	אין	אין	אין	רגילים	אין	אין	יש	אחוריים	אחורית	אין	יש	אין	אין	אין	יש	אין	יש	אין	אין	אין	יש	אין	אין	אין	רגילים	אין	צביעה דו-גונית	--
389	קיה	סטוניק		2020	5	5	--	2	2602	--		2017	קדמית	אוטומטית - טיפטרוניק	6	בנזין	4	1368	100	6000	13.6	4000				13.8	173	12.9	17.8	13.5	--	--	--	--	--	8		ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	יש	אין	אין	אין	--	414.0	176.0	148.5	258.0	332	1135	1183	450	800	185/65R15	45				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים	אין	יש	יש	בד	אין	אין	אין	רגילים	אין	אין	יש	אחוריים	אחורית	אין	יש	אין	אין	אין	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
390	קיה	סטוניק		2021	5	5	--	2	--	--		2017	קדמית	אוטומטית - רובוטית כפולת מצמדים	7	טורבו בנזין	3	998	100	6000	17.5	1500				11.4	185	--	--	17.5	--	--	--	--	--	6		ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	יש	אין	היגוי אקטיבי	אין	אין	אין	יש	יש	אין	אין	יש	--	414.0	176.0	148.5	258.0	332	1135	1220	450	1110	185/65R15	45				מקורית + שליטה מההגה	יש	אין	יש	8	אין	USB + AUX	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים	אין	יש	יש	בד	אין	אין	אין	רגילים	אין	אין	יש	אחוריים	אחורית	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	יש	יש	אין	אין	אין	רגילים	אין	--	--
391	קיה	סטוניק		2020	5	5	--	2	2924	--		2017	קדמית	אוטומטית - רובוטית כפולת מצמדים	7	טורבו בנזין	3	998	120	6000	17.5	1500				10.6	185	16.9	20.4	19.2	--	--	--	--	--	7		ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	יש	אין	אין	אין	תאורה עוקבת פניה	414.0	176.0	152.0	258.0	332	1135	1220	450	1110	205/55R17	45				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים	אין	יש	יש	בד	אין	אין	אין	רגילים	אין	אין	יש	אחוריים	אחורית	אין	יש	אין	אין	אין	יש	אין	יש	אין	אין	אין	יש	אין	אין	אין	רגילים	אין	חלונות אחוריים כהים, צביעה דו-גונית	--
392	קיה	סטוניק	Premium	2018	5	5	--	2	--	--		2017	קדמית	אוטומטית - רובוטית כפולת מצמדים	7	טורבו בנזין	3	998	120	6000	17.5	1500				10.6	185	16.9	20.4	19.2	--	--	--	--	--	3		ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	יש	אין	אין	אין	תאורה עוקבת פניה	414.0	176.0	152.0	258.0	332	1135	1220	450	1110	205/55R17	45				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	יש	יש	אחוריים	אחורית	אין	יש	אין	אין	כניסה + הנעה	יש	אין	יש	אין	אין	אין	יש	אין	אין	אין	רגילים	אין	צביעה דו-גונית, הגה בעיצוב ספורטיבי, דוושות אלומיניום	--
393	קיה	סטוניק		2021	5	5	--	3	--	--		2017	קדמית	אוטומטית - רובוטית כפולת מצמדים	7	טורבו בנזין	3	998	100	6000	17.5	1500				11.4	185	--	--	16.6	--	--	--	--	--	6		ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	יש	אין	היגוי אקטיבי	אין	אין	אין	יש	יש	אין	אין	יש	תאורה עוקבת פניה	414.0	176.0	152.0	258.0	332	1135	1220	450	1110	205/55R17	45				מקורית + שליטה מההגה	יש	אין	יש	8	אין	USB + AUX	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים	יש	יש	יש	בד משולב עור	אין	אין	אין	רגילים	יש	יש	יש	אחוריים + קדמיים	אחורית	אין	יש	אין	אין	כניסה + הנעה	יש	אין	יש	אין	אין	יש	יש	אין	אין	אין	רגילים	אין	חלונות אחוריים כהים, הגה בעיצוב ספורטיבי, דוושות אלומיניום	--
394	קיה	סטוניק	Urban	2020	5	5	--	2	2726	--		2017	קדמית	אוטומטית - טיפטרוניק	6	בנזין	4	1368	100	6000	13.6	4000				13.8	173	12.9	17.8	13.5	--	--	--	--	--	8		ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	יש	אין	אין	אין	--	414.0	176.0	152.0	258.0	332	1135	1183	450	800	205/55R17	45				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים	אין	יש	יש	בד	אין	אין	אין	רגילים	אין	אין	יש	אחוריים	אחורית	אין	יש	אין	אין	אין	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	חלונות אחוריים כהים	צביעה דו-גונית
395	קיה	סטוניק	Premium	2020	5	5	--	2	3048	--		2017	קדמית	אוטומטית - רובוטית כפולת מצמדים	7	טורבו בנזין	3	998	120	6000	17.5	1500				10.6	185	16.9	20.4	19.2	--	--	--	--	--	7		ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	יש	אין	אין	אין	תאורה עוקבת פניה	414.0	176.0	152.0	258.0	332	1135	1220	450	1110	205/55R17	45				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	יש	יש	אחוריים	אחורית	אין	יש	אין	אין	כניסה + הנעה	יש	אין	יש	אין	אין	אין	יש	אין	אין	אין	רגילים	אין	חלונות אחוריים כהים, צביעה דו-גונית, הגה בעיצוב ספורטיבי, דוושות אלומיניום	--
396	קיה	סטוניק	Urban	2019	5	5	--	2	--	--		2017	קדמית	אוטומטית - טיפטרוניק	6	בנזין	4	1368	100	6000	13.6	4000				13.8	173	12.9	17.8	13.5	--	--	--	--	--	8		ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	יש	אין	אין	אין	--	414.0	176.0	152.0	258.0	332	1135	1183	450	800	205/55R17	45				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים	אין	יש	יש	בד	אין	אין	אין	רגילים	אין	אין	יש	אחוריים	אחורית	אין	יש	אין	אין	אין	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
397	קיה	סטוניק		2019	5	5	--	2	--	--		2017	קדמית	אוטומטית - רובוטית כפולת מצמדים	7	טורבו בנזין	3	998	120	6000	17.5	1500				10.6	185	16.9	20.4	19.2	--	--	--	--	--	7		ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	יש	אין	אין	אין	--	414.0	176.0	148.5	258.0	332	1135	1220	450	1110	185/65R15	45				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים	אין	יש	יש	בד	אין	אין	אין	רגילים	אין	אין	יש	אחוריים	אחורית	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	יש	אין	אין	אין	רגילים	אין	--	--
398	קיה	קרניבל		2020	5	8	--	6	6074	--		2014	קדמית	אוטומטית - טיפטרוניק	8	בנזין	6	3342	276	6000	34.3	5200				7.4	190	7.6	10.2	8.9	--	--	--	--	--	15	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	אין	יש	התרעה בלבד	אין	אין	אין	אין	אין	אין	אין	אין	--	511.5	198.5	175.5	306.0	960	4022	2130	454	1588	235/60R18	80				מקורית + שליטה מההגה	יש	אין	יש	8	אין	USB + AUX	אין	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	אין	יש	כולל שמירת מרחק	בד	יש - לנהג בלבד	אין	אין	רגילים	יש	אין	יש	אחוריים + קדמיים	אין	אין	יש	אין	אין	כניסה + הנעה	יש	מראות פנים	יש	אין	אין	יש	אין	יש	אין	אין	רגילים	אין	בקרת אקלים עם 3 איזורים, דלתות הזזה חשמליות, מסילות גג	--
399	קיה	קרניבל	Premium	2020	5	8	--	6	6421	--		2014	קדמית	אוטומטית - טיפטרוניק	8	בנזין	6	3342	276	6000	34.3	5200				7.4	190	7.6	10.2	8.9	--	--	--	--	--	15	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	אין	יש	התרעה בלבד	אין	אין	אין	אין	אין	אין	אין	אין	--	511.5	198.5	175.5	306.0	960	4022	2130	454	1588	235/60R18	80				מקורית + שליטה מההגה	יש	אין	יש	8	אין	USB + AUX	אין	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	אין	יש	כולל שמירת מרחק	עור	יש - לנהג בלבד	אין	אין	רגילים	יש	אין	יש	אחוריים + קדמיים	אין	אין	יש	אין	אין	כניסה + הנעה	יש	מראות פנים	יש	אין	אין	יש	אין	יש	אין	אין	רגילים	יש	בקרת אקלים עם 3 איזורים, דלתות הזזה חשמליות, מסילות גג	--
400	קיה	קרניבל		2015	5	8	--	6	--	--		2014	קדמית	אוטומטית - טיפטרוניק	6	בנזין	6	3342	276	6000	34.3	5200				7.4	190	7.6	10.2	8.9	--	--	--	--	--	15	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	511.5	198.5	175.5	306.0	960	4022	2130	454	1588	235/60R18	80				מקורית + שליטה מההגה	יש	אין	יש	--	אין	USB + AUX	אין	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	אין	יש	יש	בד	יש - לנהג בלבד	אין	אין	רגילים	יש	אין	יש	אחוריים	אין	אין	יש	אין	אין	אין	יש	מראות פנים	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	חלונות אחוריים כהים, מסילות גג, דלתות הזזה חשמליות, בלם חניה רגלי	--
401	קיה	קרניבל		2019	5	8	--	6	--	--		2014	קדמית	אוטומטית - טיפטרוניק	8	בנזין	6	3342	276	6000	34.3	5200				7.4	190	7.6	10.2	8.9	--	--	--	--	--	15	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	אין	יש	התרעה בלבד	אין	אין	אין	אין	אין	אין	אין	אין	--	511.5	198.5	175.5	306.0	960	4022	2130	454	1588	235/60R18	80				מקורית + שליטה מההגה	יש	אין	יש	8	אין	USB + AUX	אין	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	אין	יש	כולל שמירת מרחק	בד	יש - לנהג בלבד	אין	אין	רגילים	יש	אין	יש	אחוריים + קדמיים	אין	אין	יש	אין	אין	כניסה + הנעה	יש	מראות פנים	יש	אין	אין	יש	אין	יש	אין	אין	רגילים	אין	בקרת אקלים עם 3 איזורים, דלתות הזזה חשמליות, מסילות גג	--
402	קיה	קרניבל	Premium	2018	5	8	--	6	--	--		2014	קדמית	אוטומטית - טיפטרוניק	8	בנזין	6	3342	276	6000	34.3	5200				7.4	190	7.6	10.2	8.9	--	--	--	--	--	15	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	אין	יש	התרעה בלבד	אין	אין	אין	אין	אין	אין	אין	אין	--	511.5	198.5	175.5	306.0	960	4022	2130	454	1588	235/60R18	80				מקורית + שליטה מההגה	יש	אין	יש	8	אין	USB + AUX	אין	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	אין	יש	כולל שמירת מרחק	עור	יש - לנהג בלבד	אין	אין	רגילים	יש	אין	יש	אחוריים + קדמיים	אין	אין	יש	אין	אין	כניסה + הנעה	יש	מראות פנים	יש	אין	אין	יש	אין	יש	אין	אין	רגילים	יש	בקרת אקלים עם 3 איזורים, דלתות הזזה חשמליות, מסילות גג	--
403	קיה	קרניבל	Premium	2019	5	8	--	6	--	--		2014	קדמית	אוטומטית - טיפטרוניק	8	בנזין	6	3342	276	6000	34.3	5200				7.4	190	7.6	10.2	8.9	--	--	--	--	--	15	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	אין	יש	התרעה בלבד	אין	אין	אין	אין	אין	אין	אין	אין	--	511.5	198.5	175.5	306.0	960	4022	2130	454	1588	235/60R18	80				מקורית + שליטה מההגה	יש	אין	יש	8	אין	USB + AUX	אין	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	אין	יש	כולל שמירת מרחק	עור	יש - לנהג בלבד	אין	אין	רגילים	יש	אין	יש	אחוריים + קדמיים	אין	אין	יש	אין	אין	כניסה + הנעה	יש	מראות פנים	יש	אין	אין	יש	אין	יש	אין	אין	רגילים	יש	בקרת אקלים עם 3 איזורים, דלתות הזזה חשמליות, מסילות גג	--
404	קיה	קרניבל		2017	5	8	--	6	--	--		2014	קדמית	אוטומטית - טיפטרוניק	6	בנזין	6	3342	276	6000	34.3	5200				7.4	190	7.6	10.2	8.9	--	--	--	--	--	15	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	511.5	198.5	175.5	306.0	960	4022	2130	454	1588	235/60R18	80				מקורית + שליטה מההגה	יש	אין	יש	--	אין	USB + AUX	אין	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	אין	יש	יש	בד	יש - לנהג בלבד	אין	אין	רגילים	יש	אין	יש	אחוריים	אין	אין	יש	אין	אין	אין	יש	מראות פנים	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	חלונות אחוריים כהים, מסילות גג, דלתות הזזה חשמליות, בלם חניה רגלי	--
405	קיה	קרניבל	Premium	2017	5	8	--	6	--	--		2014	קדמית	אוטומטית - טיפטרוניק	6	בנזין	6	3342	276	6000	34.3	5200				7.4	190	7.6	10.2	8.9	--	--	--	--	--	15	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	511.5	198.5	175.5	306.0	960	4022	2130	454	1588	235/60R18	80				מקורית + שליטה מההגה	יש	אין	יש	--	אין	USB + AUX	אין	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	אין	יש	יש	עור	יש - לנהג בלבד	אין	אין	רגילים	יש	אין	יש	אחוריים	אין	אין	יש	אין	אין	כניסה + הנעה	יש	מראות פנים	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	יש	חלונות אחוריים כהים, מסילות גג, דלתות הזזה חשמליות, בלם חניה רגלי	--
406	קיה	קרניבל		2018	5	8	--	6	--	--		2014	קדמית	אוטומטית - טיפטרוניק	8	בנזין	6	3342	276	6000	34.3	5200				7.4	190	7.6	10.2	8.9	--	--	--	--	--	15	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	אין	יש	התרעה בלבד	אין	אין	אין	אין	אין	אין	אין	אין	--	511.5	198.5	175.5	306.0	960	4022	2130	454	1588	235/60R18	80				מקורית + שליטה מההגה	יש	אין	יש	8	אין	USB + AUX	אין	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	אין	יש	כולל שמירת מרחק	בד	יש - לנהג בלבד	אין	אין	רגילים	יש	אין	יש	אחוריים + קדמיים	אין	אין	יש	אין	אין	כניסה + הנעה	יש	מראות פנים	יש	אין	אין	יש	אין	יש	אין	אין	רגילים	אין	בקרת אקלים עם 3 איזורים, דלתות הזזה חשמליות, מסילות גג	--
